logFC	logCPM	F	PValue	FDR	rank
AC027612.1	0.274370431775434	2.7213189516593	3.83909861203254	0.0523253107151161	0.160248417015615	1.28128818407939
CLCN1	0.925598056404014	-1.06918673429579	3.82867610160269	0.0526413150509622	0.160898421561811	1.2786732699974
SSRP1	0.303259771838192	7.00865189118192	3.82825719501929	0.052654058740996	0.160910941870989	1.27856814639911
SLC15A4	0.351184942985286	3.48197453057754	3.82717528176659	0.0526869872719552	0.160985132866427	1.27829663438552
RPL5P23	0.376344059478775	3.04762422756112	3.82534896048458	0.0527426223063479	0.161128667850357	1.27783828135212
RPL13A	0.283913777591154	7.39392110131171	3.8243513887199	0.0527730378264502	0.161150687718987	1.2775879053815
RAD23A	0.23091649612207	5.47962432302175	3.82270913091346	0.052823150508616	0.161215874145371	1.27717569991623
SLC6A6	0.296920977876082	5.22977099598693	3.82033067590592	0.0528958183628987	0.161358260343741	1.27657865941472
NUTF2	0.298390737941758	4.2308334855173	3.81963234583746	0.0529171744745067	0.161371451059025	1.2764033531257
HCAR2	1.02492345139366	0.794234572708138	3.81948065889962	0.0529218145390861	0.161371451059025	1.27636527350188
GALNT14	0.431037160993118	3.0235680349984	3.81933864988614	0.0529261589538494	0.161371451059025	1.27632962321406
CYTH3	0.348933741495031	3.96994924664298	3.81811156216623	0.0529637146025435	0.161433055089948	1.27602156331885
ATXN2L	0.190440665854727	7.33551266556575	3.81724097265908	0.0529903767690755	0.161461426382669	1.27580299257949
TMEM217	0.567077712580625	1.19847517755662	3.81402805847755	0.0530888982464077	0.161708662394689	1.27499628747614
AP1M1	0.211787106062064	4.98439346613477	3.81298829897311	0.0531208237071408	0.161752951651526	1.27473519928966
ATP5LP2	0.495166954295198	0.194100165275273	3.81201747930821	0.0531506509806863	0.161764362683777	1.27449141193864
C15orf62	0.79111443547928	0.294754159594159	3.81116387502134	0.0531768917912636	0.161817760008476	1.27427705093361
SRSF5	0.255688240989918	7.71945629512509	3.80974073418592	0.0532206717294394	0.161924502868118	1.27391964826363
UBE2D3	0.222052231097003	6.82936521787434	3.80869050309447	0.0532530046715996	0.161996388904549	1.27365588318534
RP11-114F3.2	0.479774480572461	-0.137871742121781	3.80638739237033	0.0533239831771322	0.162170851259702	1.27307741726195
SMG7	0.200009796266695	6.4051853716168	3.80465156260008	0.0533775459680083	0.162217824763156	1.27264139677278
TFAM	0.301225864367142	4.72498861215571	3.80441867344978	0.0533847366571135	0.162217824763156	1.27258289527717
PLEKHM1P1	0.273985504649345	4.02054611774971	3.80435118387574	0.0533868206604452	0.162217824763156	1.27256594186429
NMD3	0.260450044089785	4.4913242032294	3.80323761810693	0.0534212189396211	0.162269350641278	1.27228620667946
MAPK7	0.300478003415354	3.3102259280886	3.80181682162723	0.0534651421601065	0.162376263312431	1.27192927407998
WNT10A	1.13825564156515	-1.43263790604183	3.80110937046152	0.0534870271079303	0.162416220695882	1.27175154019624
MAPK1IP1L	0.268950418119911	6.30429143685128	3.79637681638874	0.0536336756897893	0.162740362087263	1.27056243840724
SH2D2A	0.540779123143141	1.90184191974304	3.79597173964387	0.0536462479064527	0.162740362087263	1.27046064779881
KLF7-IT1	0.546233210262672	1.18023002549835	3.79534251049511	0.0536657833283022	0.162773088210766	1.27030252711268
AC073063.10	0.324256184441637	2.10190273797439	3.79285403556017	0.053743116805378	0.162954524607214	1.26967715047961
DNAJC8P1	0.46531951217327	0.809214894303421	3.7920351880929	0.0537685899816264	0.163005200778447	1.2694713522383
MRPL21	0.253785920465391	3.57173623806379	3.78833208581695	0.0538839500710107	0.163301717088171	1.2685405749542
RP13-383K5.4	0.397136659138067	1.71859653837345	3.78513287010608	0.0539838267669217	0.163551131305581	1.26773633273151
ISY1	0.296827586614127	2.59964613543183	3.78418160467748	0.0540135627350536	0.163613905107196	1.26749717570633
CTB-58E17.1	0.573092201853473	-0.0135662176090848	3.78390757354853	0.0540221320388335	0.163613905107196	1.2674282799333
SEC61A1	0.264213610407962	5.97999552636166	3.78326958926056	0.05404208827558	0.163647710110983	1.26726787746943
RP11-363K21.1	0.871740635042636	-0.829576589315616	3.7818040502696	0.054087960501572	0.163736114826696	1.26689939422095
PDK1	0.272879183278827	4.19918475979972	3.78171287732659	0.0540908156481152	0.163736114826696	1.26687646968005
TK1	0.498392882917509	4.01285662878827	3.77642563264099	0.0542566665011695	0.164126970174174	1.26554689256152
BEND5	0.385649667291714	2.60776551147018	3.77463977280648	0.0543128087710791	0.164226965487852	1.26509773721403
BTBD1	0.27141827330046	4.62157868903442	3.7735340384315	0.0543476011131352	0.164305468970466	1.26481962078322
MYRF	0.942266251549068	-0.481302943633609	3.77029192574642	0.0544497533576425	0.16450738926433	1.26400408313791
IFITM3	0.5661858121589	4.06196196632399	3.76954851144775	0.0544732058329868	0.164551528269516	1.26381706506822
CSNK1G3	0.292756155221712	4.5173573920782	3.76875996831988	0.0544980938366612	0.164599988656483	1.2636186876444
E2F6	0.429081296892022	1.4969523331335	3.76752873640115	0.0545369783969551	0.164690700099081	1.26330892766834
ZMAT2	0.266076587388867	5.33470291144788	3.7663649900881	0.0545737590159841	0.164726155166989	1.26301613117792
BRF2	0.33432997181133	2.65717927729301	3.76631699213203	0.0545752765802067	0.164726155166989	1.26300405466686
HAUS2	0.317450517544182	3.62618794812936	3.76168750732694	0.0547218613510025	0.165008004540505	1.26183913861395
PRELID3BP10	0.749688904809292	-0.996249101757524	3.76107641732497	0.0547412420327229	0.165039700541949	1.26168535303772
RPS20P14	0.320091662138017	4.32678259039457	3.76064484758245	0.0547549336800565	0.16504011585822	1.26157674272549
POLR2E	0.241004883311395	4.86287688275304	3.7605129653631	0.0547591184065269	0.16504011585822	1.26154355239821
SPTBN1	0.38976384140638	9.34994296399679	3.75981088924401	0.0547814016134355	0.165079952702063	1.26136686026764
NOP10	0.366149443173434	2.79963549536471	3.75884209114196	0.0548121663004808	0.165099453045324	1.26112303329081
PLXNA1	0.574918805222876	2.86230779326704	3.7586786367455	0.0548173587082376	0.165099453045324	1.26108189411707
PDCL3	0.354457644945086	2.5388418817411	3.75821653398039	0.0548320410479417	0.165099453045324	1.26096558779588
PHLDA2	0.808849101475432	0.695684050954927	3.75496547023428	0.0549354561504151	0.165384075076351	1.26014726501757
C1DP1	0.508813372826374	1.66385939329355	3.75286810190863	0.0550022837543875	0.165531699191597	1.25961927775417
CHP1	0.300337050085012	4.53785337060437	3.75139792428064	0.055049179467026	0.165646043260417	1.25924915000011
BNIP1	0.353751685318965	2.93756188262063	3.75036424154776	0.0550821775734217	0.165670258541016	1.25898889903553
APRT	0.301061520653654	4.14977405185873	3.74834366009643	0.0551467416596576	0.165805553207773	1.25848014271672
RPSAP15	0.42434547552354	0.0575464719941431	3.74666024766136	0.0552005941656067	0.165935150297638	1.25805624760675
HTR7	1.03980854237837	-1.05143609413202	3.74539391647888	0.0552411414245841	0.166005714470077	1.25773735635559
RPN1	0.259197953871733	6.79383304688037	3.74042130364539	0.0554006715439315	0.166334371641687	1.25648497090233
RP11-220D10.1	0.326401556572815	3.36547038392811	3.73889616484615	0.0554496997587204	0.166416948457191	1.25610080106548
ZSWIM4	0.271936361253924	3.48143696593689	3.7385411701608	0.0554611183590492	0.166416948457191	1.25601137723441
DNAJC8	0.249425667925244	4.64187323924843	3.73837842623656	0.0554663539516068	0.166416948457191	1.25597038127712
AC195454.1	0.926680444686763	-1.38464501983636	3.73681420514596	0.0555167031823044	0.166514066921426	1.25557633203888
OVCH1-AS1	1.19507484624018	-0.769811740802282	3.73597669931641	0.0555436810398045	0.166541543149965	1.25536534168515
ARF1	0.30085868647914	6.81712036214996	3.73402528810507	0.0556065948200151	0.166661092001001	1.25487369899173
PSMD4	0.249363697962323	4.64020033576341	3.7336667191554	0.0556181634572698	0.166661092001001	1.25478335588074
ZBTB2	0.303425290784086	4.23077048712173	3.73361263640316	0.0556199085726543	0.166661092001001	1.25476972935939
FOXM1	0.530574812420331	4.66775901800479	3.7318057532896	0.0556782460006916	0.166783773596405	1.25431445450775
ELMO2	0.235295268913804	4.18212688512981	3.72697538057531	0.0558345234486566	0.167178321749797	1.25309718624216
SRFBP1	0.257235867136601	3.96503737481564	3.72581259087364	0.055872213606754	0.167205348258574	1.25280412194297
EIF1AY	1.03523671468637	2.4286312590976	3.72579153482396	0.0558728963602649	0.167205348258574	1.25279881493522
LDHAP7	0.523820087510819	0.595980127716844	3.7238772100608	0.0559350068171303	0.167337396600187	1.25231630465297
PHF11	0.325410480093578	4.52639494135123	3.72162834907124	0.0560080661058382	0.167475187867176	1.25174942276177
NXPE3	0.305484751684859	3.52153314810194	3.71861867057148	0.0561060027231596	0.16771413633294	1.25099067154095
UQCRC1	0.2708711807552	5.29809004831247	3.71541932218453	0.056210313107342	0.167945007434396	1.25018399555723
RP11-95M15.2	0.598266539407216	-0.142722217586372	3.71228900494544	0.056312574541871	0.168169537325491	1.24939461679381
ADAMTSL4-AS1	0.418690715904335	2.93211216020262	3.70923031556876	0.0564126891685663	0.168441482677901	1.24862319715047
RP11-867G23.3	0.703775320643546	-0.16983220456606	3.7085495748227	0.0564349966542148	0.168481055309101	1.24845149636675
CTCF	0.255686398595754	6.01668635311148	3.7078660823391	0.0564574038506936	0.168520912873549	1.24827909642008
ZNF319	0.362801344992867	3.48318730418649	3.70692476156136	0.0564882791843561	0.168586030322774	1.24804165507641
PRPF18	0.366027791370037	3.21666401134031	3.70636573502104	0.0565066238503525	0.168611011771999	1.2479006400913
RPA2P3	0.662469188937889	-0.0620976478915195	3.70428320908917	0.0565750190965453	0.168736649358634	1.24737529077981
CD83	0.46837036991113	5.38560045326128	3.70294149355442	0.0566191314429601	0.168797256820938	1.24703679714723
C6orf48	0.307596843430569	4.09324485060882	3.70017775101451	0.0567101131316049	0.168922968649416	1.24633948633448
SPA17	0.445062189994896	1.25086571766289	3.69848371276314	0.0567659581056067	0.16900887820906	1.24591202765099
BCKDK	0.265753417114268	3.75514826365095	3.69828198815379	0.0567726120144596	0.16900887820906	1.24586112414044
CHCHD2	0.306609176065383	3.85732955883877	3.69820096830263	0.056775284699314	0.16900887820906	1.24584067933577
LSM1	0.323522075782847	3.45536990612463	3.69379444832916	0.0569208510116982	0.169252667885216	1.24472861549356
BRD2	0.210832785246536	7.61518875245055	3.69301937661907	0.0569464964307102	0.169273214258795	1.24453299024362
MYBPC3	0.717850093434866	-0.513271083331557	3.69276090972119	0.0569550512937617	0.169273214258795	1.24446775267841
ARL5AP4	0.803091631185178	-1.17337911216002	3.69081491008363	0.05701950531444	0.169351629390989	1.2439765548298
ZNF496	0.257742382646134	6.16234337883685	3.6900645147935	0.0570443803210847	0.169351629390989	1.24378713329232
DAZAP2P1	0.465404759233009	0.642492892238739	3.68903077697421	0.0570786670157972	0.169390906169135	1.24352617771653
STAG2	0.245770667212076	7.08110429920123	3.68898280723542	0.0570802585990264	0.169390906169135	1.24351406800526
RRAGA	0.344462232138577	3.61748186014855	3.68854069548401	0.0570949296278145	0.169390906169135	1.24340245799645
ZNF800	0.257817045731623	4.90567648043484	3.68500973238272	0.0572122466434281	0.169631211845269	1.24251099777382
CDYL	0.232844011320803	5.55330969404844	3.67958725488755	0.0573929145963412	0.170031420921623	1.24114171982584
WDR13	0.246220101881449	4.02915572522266	3.67550706190958	0.0575292643382092	0.170354002356046	1.24011117952741
GTF2F2	0.249803971832825	4.30105534057278	3.67069946134145	0.0576903694289007	0.170746234549109	1.23889667996335
UBXN2A	0.281657056142461	4.1694617533698	3.6705639910555	0.0576949161290774	0.170746234549109	1.2388624536443
LSAMP	1.11463738986788	-0.914067708653621	3.66882144728634	0.0577534343565469	0.170817081295499	1.23842218498129
HIST1H3F	0.619179373991044	4.23884093040307	3.6652065330323	0.0578750343567759	0.171078417682428	1.23750873816053
VPS51	0.275918927253729	5.62622605732465	3.66242543890346	0.0579687734069515	0.171301085525894	1.23680588900698
ZKSCAN2	0.269610024852625	3.94046099493221	3.66132991576454	0.0580057437390142	0.171383118370209	1.23652900039131
RPS24	0.286705614749088	7.16365463824733	3.65973297217086	0.0580596808197176	0.171460806331266	1.23612535601066
RAB43	0.637424890809904	-0.187939635115502	3.65752104260312	0.058134478316235	0.171654454539591	1.23556622042714
MTA1	0.208713492581937	6.11362444676133	3.65718044213492	0.0581460050980597	0.171661250652815	1.2354801179685
HNRNPM	0.247998555627031	8.03489127495447	3.6557713215702	0.0581937194412593	0.17177486220859	1.23512388406468
ERVFRD-1	0.899702374541976	-0.937747393631209	3.65399975617525	0.0582537663397872	0.171825254319768	1.23467599051296
TMED10P1	0.480993491991174	0.755810133739148	3.65393163449045	0.0582560766429563	0.171825254319768	1.23465876704253
AC144831.3	0.862421177474751	-1.31924959418902	3.65352552733767	0.0582698515519489	0.171825254319768	1.2345560883154
RP11-69M1.6	0.682380732896688	-1.04881969264142	3.65244963788639	0.0583063620153449	0.171861996575564	1.2342840552339
CD27	0.945783248973594	-1.17558625375908	3.65117408555891	0.0583496799611661	0.171907986814025	1.23396152164913
EIF3L	0.280870112571634	6.63667134149505	3.65015106709581	0.0583844468435281	0.171983186142848	1.23370283010755
YES1	0.383963405890026	4.07551184727572	3.64747991899958	0.0584753298970237	0.172196382137018	1.23302731937682
RP11-475C16.1	0.290163658567656	6.9083883455626	3.64649461008848	0.0585088924395575	0.172267954195457	1.23277812291032
YTHDF3	0.251253834537179	5.92506474895495	3.64528033425198	0.0585502827929838	0.17228346082667	1.23247100298042
LRRC37A2	0.396677062093334	1.05259531493592	3.64513400024876	0.058555272926853	0.17228346082667	1.23243399043065
SLC9A3	0.752102182253413	-0.397177960509819	3.64498214156952	0.0585604519415674	0.17228346082667	1.23239558025958
FOXJ3	0.208654383167599	6.07427457281616	3.64414642187818	0.0585889622934947	0.17234009016082	1.23218419399112
HIST1H2AL	0.516901573405146	6.21385568421435	3.64255259278311	0.0586433767621266	0.172445631287872	1.23178103040418
CNPY3	0.250412042122037	5.84659352673307	3.6389373665977	0.0587670048892764	0.17275456982301	1.23086644291171
CD1C	1.17980074317063	-0.178685803395524	3.63662874614251	0.0588460983970874	0.172877833750079	1.23028232637682
ING3	0.314083848878657	4.42279698250405	3.6359062189891	0.0588708757661854	0.172923323797502	1.23009950355266
AMER1	0.281570802427491	4.05042983835293	3.63061843799628	0.0590525499641812	0.173265507684245	1.22876134425771
CASC1	0.648513473291209	0.124962782513892	3.62993702566927	0.0590760053554977	0.173307001049204	1.22858887880893
DUS3L	0.24101901883131	4.46784792614009	3.62934342033544	0.0590964464522641	0.173339639909163	1.22843863303705
EDA2R	0.785508425943297	-0.0285580777365101	3.62836405910162	0.059130187892673	0.173398697289385	1.22819074098024
PIK3CG	0.323995324455969	5.41601813919489	3.62821811492283	0.0591352178094602	0.173398697289385	1.22815379923733
RPL11P5	0.483603487440929	3.1939237921341	3.62671060438141	0.0591872006120185	0.173523779579083	1.22777220044889
CTD-2553L13.10	0.626224674974888	0.157363577970594	3.62538987105641	0.0592327832919949	0.173583139327484	1.22743785979608
COL19A1	0.984292457731148	-1.06569209443295	3.62531313481069	0.0592354328637964	0.173583139327484	1.22741843358287
C6orf226	0.566333265335858	-0.0345563747286928	3.6249629854998	0.059247524542472	0.173591235504065	1.2273297904656
DDX39A	0.240668216997356	5.51055731231563	3.62401364609363	0.0592803213774225	0.173633811257936	1.22708945057423
AKAP8	0.196931284223093	5.40326759674278	3.62373776646391	0.0592898558579721	0.173633811257936	1.22701960548508
ETF1	0.252752674843904	6.06484615976144	3.61689416935056	0.0595269018653434	0.174197077379855	1.22528672013259
SLC25A26	0.266410067529173	3.03008844641811	3.61668878466271	0.0595340316589927	0.174197077379855	1.22523470592522
RHBDF2	0.450663632166325	3.02187281498551	3.61665114151744	0.0595353385156068	0.174197077379855	1.22522517264869
MRPS22	0.305803715698836	4.2806892443455	3.61641848374784	0.0595434163780786	0.174197077379855	1.22516625078466
RPS23P8	0.284058201414153	5.57944071895691	3.6162889189655	0.0595479153704459	0.174197077379855	1.22513343752224
CALM2P3	0.604814424478638	-0.522172924615123	3.61592483140492	0.0595605598641218	0.174199627164867	1.22504122857003
HDAC1	0.241819186397585	5.22963482686434	3.61541273840357	0.0595783493715729	0.174203948005378	1.2249115331577
PHF13	0.349186791184992	2.5928740290342	3.61306892229397	0.0596598438393245	0.174267957953289	1.2243178877458
CWF19L1	0.282911548503103	3.50686754176084	3.61255307930006	0.0596777958089539	0.174267957953289	1.22418722584515
SFPQ	0.215568439027988	9.62616888139788	3.61230952752155	0.0596862737315885	0.174267957953289	1.22412553366192
DCTN4	0.231562975828371	5.30326939853209	3.60644448826815	0.0598908252041764	0.174707615742009	1.22263970295935
TRAT1	0.924393256458406	0.457224173009381	3.60435005509278	0.0599640543495356	0.174877400414632	1.22210901087873
ANKRD28	0.354646488105624	7.57735313419947	3.60377975206896	0.0599840109584495	0.174877400414632	1.22196449758147
CDCA7	0.358081823150371	5.91406801372841	3.60315266255443	0.0600059629550383	0.174880004629018	1.22180559045314
BIK	0.986146641747424	-1.11502997183062	3.60258849872606	0.060025719559627	0.174880004629018	1.22166262512512
RP11-138I1.2	0.800615543352786	-0.501553595530878	3.602287352527	0.0600362683474442	0.174883356513657	1.22158630987445
RPL3P7	0.299477241469848	5.37712711564882	3.60120999507905	0.0600740232323442	0.174911191410962	1.22131328183495
DPP7	0.280840384480542	4.58706885932659	3.59701391297292	0.0602213146006618	0.175312612967634	1.22024976829218
CTA-242H14.1	0.489712637460119	1.76640985128138	3.59429268867622	0.0603170432711092	0.175516326058061	1.2195599556415
TCIRG1	0.353915348478554	4.07995902370989	3.59387890095328	0.060331614069193	0.175518200608229	1.21945505572177
PTPN9	0.300536294124673	3.81705412808104	3.59027220188545	0.0604587782629203	0.175783897799441	1.21854063319249
RP11-554J4.1	0.563927198148184	0.16553508273001	3.58962849204544	0.0604815043967005	0.175822501767506	1.21837741487689
RNASE2	1.06156329105714	4.39237853777124	3.58727594713923	0.0605646391651562	0.175979107342277	1.21778086589467
RP11-152C15.1	0.548516068462358	0.533911520638846	3.58400995914405	0.0606802575913084	0.176089392268047	1.21695258427545
TMEM51	0.635099800925608	1.03144891998367	3.58395666167354	0.0606821463329902	0.176089392268047	1.21693906657864
RIC1	0.218446595147387	5.02462676367185	3.58244137450043	0.0607358711936299	0.176204099028853	1.21655473462338
UBE2G1	0.265047400865111	4.43120716941556	3.58167625541235	0.0607630181433731	0.1762070723788	1.21636066255022
CENPW	0.547765907676095	2.41376430164876	3.57951951843595	0.060839611056276	0.176312643285342	1.21581357102688
PPP2R3C	0.222116818656187	4.01313108076727	3.57197575163488	0.06110833492972	0.177008701178741	1.21389954970656
LBH	0.429676290005467	2.41834182960182	3.56709220676033	0.0612829784691103	0.177486951494662	1.2126601353261
TPMT	0.376913192741974	2.52328860510729	3.56634057778342	0.0613099056940038	0.177537305501715	1.21246935189764
SLC44A4	0.98455232085539	-0.23015840367841	3.56420024496734	0.061386653350138	0.177656319274124	1.21192604264489
ZNF446	0.340667476478635	2.2257289577326	3.5641348769273	0.0613889989345231	0.177656319274124	1.21190944856721
DUSP7	0.344012377609124	4.22101812417851	3.56355493184593	0.0614098131850753	0.177688353871541	1.211762223784
NOP14-AS1	0.321128896943573	2.95362939637719	3.56183308549166	0.0614716551569732	0.177839639173034	1.21132509311206
TADA3	0.301450323870245	5.04763169342912	3.5602486678426	0.0615286205519437	0.17796835225524	1.21092282151842
LRRC14B	1.07779985733734	-0.492148068936915	3.55909178489393	0.0615702505201216	0.178006770267376	1.21062907932577
SELL	0.507896082912307	7.3113893598593	3.55889718700928	0.0615772560302612	0.178006770267376	1.21057966777883
PRDM1	0.662006145934035	3.28800189592371	3.55724155360541	0.0616368934908185	0.178070451428747	1.21015925791263
REXO1	0.200803456698254	5.46059601712126	3.55186417465534	0.0618310217473014	0.178518487614241	1.20879357679809
DDX50P2	0.536523568096287	0.203188307838362	3.55077175522459	0.0618705396000529	0.178592471713437	1.20851609629124
CIAPIN1P	0.47675609971996	0.9125427300317	3.55062523871858	0.0618758418495556	0.178592471713437	1.20847887924012
CABIN1	0.190121445901152	6.35017022842803	3.55019232098095	0.0618915114655677	0.17860999462644	1.20836891118115
HIST1H2AM	0.619265946085189	0.265784294790873	3.54719248153236	0.0620002093968132	0.178868201000915	1.20760684373196
PSMD6	0.228359053508704	5.45465428476813	3.54555938858783	0.0620594703770138	0.178955931314966	1.20719193505739
ATP6AP1	0.237018474638447	4.46548497245483	3.54433017761645	0.062104115757991	0.179001453845213	1.20687961734751
C14orf80	0.410758754998258	2.79797138336591	3.5433143426466	0.0621410373908299	0.179080133772427	1.20662150085008
LSM14B	0.258516039618365	4.53605855223626	3.54138834595822	0.0622111048634549	0.179248541246723	1.2061320855591
BZW2	0.266290753891854	5.68463198830447	3.53866091673337	0.0623104741646299	0.179401717972371	1.20543894387766
LZTFL1	0.330978050320985	3.82537878264956	3.53687005229999	0.0623758144158948	0.179562059816053	1.20498377092334
HIPK3	0.22870272751982	6.29541388111763	3.53282335518006	0.0625237318153922	0.179904376313718	1.20395510841254
CD2AP	0.200873673695855	5.54436935576288	3.53138991797471	0.0625762184383875	0.180027562260593	1.20359068537269
SPTY2D1	0.27188708174912	5.48886650692201	3.53034110552627	0.0626146517875263	0.180082448294017	1.20332403027322
LRRC37B	0.242663163946938	4.0978062768418	3.52740127281623	0.0627225166988117	0.180336926874457	1.20257652419992
TMUB1	0.30568986533043	2.9836353638631	3.52637521288421	0.0627602108796399	0.180361699466925	1.2023156058163
EID1	0.308854976463867	4.2765954460247	3.52380150905209	0.0628548681771243	0.180577950754968	1.20166108010077
ACTR1A	0.22784741720116	5.30844143377398	3.52117341069113	0.0629516850325946	0.180772369612117	1.20099264060674
PTX3	0.636347219274033	3.72859844372583	3.51989242445788	0.0629989337791724	0.180814176204373	1.20066680066928
CNP	0.268283680584976	4.61312679427314	3.5194865716302	0.063013911506912	0.180814176204373	1.20056356128087
UBE2E1	0.217744976276763	4.72323647503854	3.51942425956674	0.0630162114323196	0.180814176204373	1.2005477103892
TMOD1	0.680094578940301	3.04825514738475	3.51893527929538	0.0630342627384872	0.180814176204373	1.20042332239677
LYN	0.27029622526034	6.66036256983908	3.51850975014735	0.0630499762101114	0.180815671614277	1.20031507295798
VWA7	0.684052234527748	0.306457852745131	3.50980409442967	0.0633723788651875	0.181588116095382	1.19809999007165
XPNPEP2	0.967487937693555	-0.493005476252767	3.50825510274609	0.0634299300178229	0.181697065543665	1.19770576775893
RP11-820I16.4	0.661040693147548	-0.451863633465346	3.50712573520926	0.0634719260412755	0.181733435878759	1.19741832291802
PSMC3	0.245223666994701	5.25435233378742	3.50442830447652	0.0635723526932266	0.181964980605378	1.19673171585004
CCND2	0.288101598348064	7.87309875975475	3.5026743328233	0.0636377459381501	0.182087711012856	1.19628521155154
TCP11L2	0.402226216723089	4.56109473152023	3.50235261844051	0.0636497482809058	0.182087711012856	1.19620330953475
DDX27	0.217099555717684	5.94852092650114	3.50017406079486	0.0637310890494841	0.182152685298951	1.19564866014652
GHDC	0.285707538770337	3.74294114160868	3.49955437370966	0.0637542467932702	0.182152685298951	1.19549088073787
ATP5O	0.262229912442276	2.90923633794574	3.49934876884974	0.063761932266539	0.182152685298951	1.19543853038265
GNPNAT1	0.358197988930086	2.82321717998794	3.49778494548973	0.0638204204577606	0.182254509496318	1.19504033894094
DNAJC4	0.290774102130946	3.9753917787028	3.49684809201419	0.0638554872415865	0.182313279950787	1.19480177692292
SFT2D1	0.261672929172713	2.60066042703015	3.49671166815518	0.0638605953739914	0.182313279950787	1.19476703683895
GDI2	0.2781797138971	7.14110385915854	3.49530630183285	0.0639132423408188	0.182371086826829	1.19440914998379
FHAD1	0.903246526399285	-0.548214627618414	3.49284003719256	0.0640057453553981	0.182565639743368	1.19378104063869
H2AFZ	0.34033798031462	4.40588209492549	3.49278373877725	0.0640078586460518	0.182565639743368	1.19376670168656
DVL3	0.200597738616821	5.34340147926587	3.48942788724129	0.0641339644797809	0.182841245754522	1.19291191307706
F8A1	0.559103337409929	-0.0765008225363283	3.48838817598085	0.0641730890631382	0.18288991187852	1.19264705482155
SSR3	0.29756203624961	5.17119660809149	3.48666810817537	0.0642378722374184	0.182979223057367	1.19220885270528
GNPDA2	0.373504615890356	2.0756306636332	3.48451126198051	0.0643192056992502	0.18317290781323	1.19165932748353
PLEKHA3	0.287872775525174	3.74802967905667	3.48244673505427	0.0643971620528233	0.183278551569297	1.19113327133516
CACNA1C	0.650064711588002	0.87277259274458	3.48226251122027	0.0644041232867026	0.183278551569297	1.19108632730885
FAF2	0.239966127297834	4.87300661243311	3.48143774547142	0.0644352985333639	0.183278551569297	1.19087615502354
RNF135	0.374155728721837	2.66494285557663	3.48121617803316	0.0644436763186317	0.183278551569297	1.19081969234727
C22orf24	0.623962183508393	-0.111295891280145	3.48095189014275	0.0644536709648348	0.183278551569297	1.19075234232347
RPS28P7	0.284074966166248	4.37542895967898	3.4793483409088	0.0645143487300927	0.183401007843286	1.19034368255445
WTH3DI	0.566362993970799	0.230775715256511	3.478130975634	0.0645604546291807	0.183448449477968	1.19003342001075
RP11-158C21.3	0.723176154973353	-0.79441167500212	3.4774212658494	0.0645873502557922	0.183487238711417	1.18985253234636
IER3IP1	0.477174892441292	1.68159384856434	3.47347265290456	0.0647372106729211	0.183772695072725	1.18884601694234
DERL2	0.278044905401689	3.23215269256949	3.47210664561683	0.0647891417278699	0.183883841969683	1.18849777318508
LAMP2	0.299217249904339	5.38512054429055	3.47192296448858	0.0647961281059335	0.183883841969683	1.18845094463044
LINC01841	0.896107693284028	-1.37763612126111	3.47140206662408	0.0648159450720278	0.183910526817357	1.18831814220118
RAD21	0.247698192244969	6.9136603214941	3.47089659504789	0.064835181423144	0.183910526817357	1.18818926956538
USF1	0.229668950220696	3.84703281317648	3.47051639742549	0.0648496543825469	0.183916304171098	1.18809233415435
PTPN2P1	0.457399198672675	0.309192089986174	3.4703238449853	0.0648569855960203	0.183916304171098	1.18804324020571
ANP32E	0.268060566427088	5.48736007410064	3.46853925569436	0.0649249744150538	0.184081048897657	1.1875882128408
LYPLA1	0.280806307481241	3.99081766041546	3.46644752198059	0.06500476279352	0.184251123543309	1.1870548221392
MRPL1	0.343752998627327	3.11941993957049	3.46506165013007	0.0650576846960638	0.1843168996383	1.18670139665846
ZBTB10	0.245194889075204	6.23866171047391	3.46427843864294	0.0650876135650001	0.184345557567355	1.1865016515577
RMRP	0.361083235041531	8.16733654615848	3.46037207790477	0.0652371097140761	0.184738573851582	1.18550528832817
AURKAIP1	0.267131469643417	4.0307843989373	3.45987495668897	0.065256161109547	0.184738573851582	1.18537847847917
TUFT1	0.563337291122603	2.06112420330123	3.45925802450159	0.0652798124356491	0.184777418588767	1.18522110208323
IDH3B	0.259342083758175	4.61562309483324	3.45843267267922	0.0653114684337115	0.184838905644791	1.18501055164747
GPC4	1.03103661450878	-1.3200715357925	3.45646484673415	0.0653870104702687	0.184974391174979	1.18450851836358
SBDS	0.310050164706623	4.83935787107616	3.45615005629613	0.0653991035866394	0.184974391174979	1.1844282044287
RP11-9L18.2	0.232935467629821	3.38517517009743	3.45380792107224	0.065489155941812	0.185151134343692	1.18383060694753
LKAAEAR1	0.848886241921098	-0.975165824099922	3.45336236722323	0.0655063021345644	0.185165011411207	1.18371691602954
AGA	0.385772315111988	2.39261645442677	3.45233832390315	0.0655457286610814	0.185248316969229	1.18345560419302
WDR34	0.368894897689181	3.25325657458973	3.45146190586339	0.0655794918619532	0.185315593708007	1.18323195275364
CALM1	0.278508070102588	6.35278418766502	3.44818967869616	0.0657057176495005	0.185515907902446	1.18239683690013
RPS20P22	0.763578757703446	0.562737804269667	3.44720065918421	0.0657439206349307	0.185582960433069	1.18214440035563
