"query"	"significant"	"p_value"	"term_size"	"query_size"	"intersection_size"	"precision"	"recall"	"term_id"	"source"	"term_name"	"effective_domain_size"	"source_order"
"162"	"query_1"	TRUE	1.1484140033568e-16	3579	2124	516	0.242937853107345	0.1441743503772	"GO:0009892"	"GO:BP"	"negative regulation of metabolic process"	21128	3846
"163"	"query_1"	TRUE	1.22620650013154e-16	992	2124	193	0.0908662900188324	0.194556451612903	"GO:0009894"	"GO:BP"	"regulation of catabolic process"	21128	3848
"164"	"query_1"	TRUE	1.58354354205213e-16	1030	2124	198	0.0932203389830508	0.192233009708738	"GO:0044265"	"GO:BP"	"cellular macromolecule catabolic process"	21128	11653
"165"	"query_1"	TRUE	1.73851895501479e-16	477	2124	116	0.0546139359698682	0.243186582809224	"GO:0045785"	"GO:BP"	"positive regulation of cell adhesion"	21128	12391
"166"	"query_1"	TRUE	2.36420860981673e-16	1843	2124	305	0.143596986817326	0.165491047205643	"GO:0051254"	"GO:BP"	"positive regulation of RNA metabolic process"	21128	14453
"167"	"query_1"	TRUE	2.6988112274805e-16	2051	2124	331	0.155838041431262	0.161384690394929	"GO:0045935"	"GO:BP"	"positive regulation of nucleobase-containing compound metabolic process"	21128	12505
"168"	"query_1"	TRUE	3.13265460220956e-16	2101	2124	337	0.158662900188324	0.160399809614469	"GO:0032879"	"GO:BP"	"regulation of localization"	21128	8344
"169"	"query_1"	TRUE	4.87949923157116e-16	1931	2124	315	0.148305084745763	0.163127912998446	"GO:0010557"	"GO:BP"	"positive regulation of macromolecule biosynthetic process"	21128	4327
"170"	"query_1"	TRUE	5.97030764308e-16	7657	2124	960	0.451977401129944	0.125375473423012	"GO:0032501"	"GO:BP"	"multicellular organismal process"	21128	8072
"171"	"query_1"	TRUE	6.03628190558703e-16	522	2124	122	0.0574387947269303	0.233716475095785	"GO:0043068"	"GO:BP"	"positive regulation of programmed cell death"	21128	11153
"172"	"query_1"	TRUE	6.50564365013705e-16	1353	2124	240	0.112994350282486	0.177383592017738	"GO:0023057"	"GO:BP"	"negative regulation of signaling"	21128	7039
"173"	"query_1"	TRUE	6.50564365013705e-16	1353	2124	240	0.112994350282486	0.177383592017738	"GO:0010648"	"GO:BP"	"negative regulation of cell communication"	21128	4412
"174"	"query_1"	TRUE	6.73453092816743e-16	830	2124	168	0.0790960451977401	0.202409638554217	"GO:0016567"	"GO:BP"	"protein ubiquitination"	21128	5414
"175"	"query_1"	TRUE	7.89214612036389e-16	701	2124	149	0.07015065913371	0.212553495007133	"GO:0019941"	"GO:BP"	"modification-dependent protein catabolic process"	21128	6456
"176"	"query_1"	TRUE	8.78727729446059e-16	3622	2124	517	0.243408662900188	0.142738818332413	"GO:0032774"	"GO:BP"	"RNA biosynthetic process"	21128	8281
"177"	"query_1"	TRUE	9.63047809375633e-16	2148	2124	341	0.160546139359699	0.158752327746741	"GO:1901575"	"GO:BP"	"organic substance catabolic process"	21128	22686
"178"	"query_1"	TRUE	1.19175868980297e-15	3584	2124	512	0.24105461393597	0.142857142857143	"GO:0006351"	"GO:BP"	"DNA-templated transcription"	21128	2189
"179"	"query_1"	TRUE	1.26331121731077e-15	3585	2124	512	0.24105461393597	0.142817294281729	"GO:0097659"	"GO:BP"	"nucleic acid-templated transcription"	21128	19903
"180"	"query_1"	TRUE	1.61533228719889e-15	713	2124	150	0.0706214689265537	0.210378681626928	"GO:0043632"	"GO:BP"	"modification-dependent macromolecule catabolic process"	21128	11474
"181"	"query_1"	TRUE	2.08514634388577e-15	3490	2124	500	0.235404896421846	0.143266475644699	"GO:2001141"	"GO:BP"	"regulation of RNA biosynthetic process"	21128	27809
"182"	"query_1"	TRUE	2.38329504415066e-15	255	2124	76	0.0357815442561205	0.298039215686275	"GO:0002699"	"GO:BP"	"positive regulation of immune effector process"	21128	1242
"183"	"query_1"	TRUE	2.3865373953576e-15	2728	2124	410	0.193032015065913	0.150293255131965	"GO:0048468"	"GO:BP"	"cell development"	21128	13589
"184"	"query_1"	TRUE	2.76999935923002e-15	5578	2124	734	0.345574387947269	0.131588382932951	"GO:0051179"	"GO:BP"	"localization"	21128	14406
"185"	"query_1"	TRUE	3.27072475802052e-15	3360	2124	484	0.227871939736347	0.144047619047619	"GO:0010605"	"GO:BP"	"negative regulation of macromolecule metabolic process"	21128	4370
"186"	"query_1"	TRUE	3.49000594914332e-15	2868	2124	426	0.200564971751412	0.148535564853556	"GO:0006793"	"GO:BP"	"phosphorus metabolic process"	21128	2548
"187"	"query_1"	TRUE	3.54082451839635e-15	2843	2124	423	0.199152542372881	0.148786493141048	"GO:0006796"	"GO:BP"	"phosphate-containing compound metabolic process"	21128	2551
"188"	"query_1"	TRUE	4.07751347799391e-15	366	2124	95	0.0447269303201507	0.259562841530055	"GO:2001233"	"GO:BP"	"regulation of apoptotic signaling pathway"	21128	27880
"189"	"query_1"	TRUE	4.70180520221732e-15	184	2124	62	0.0291902071563089	0.33695652173913	"GO:0002221"	"GO:BP"	"pattern recognition receptor signaling pathway"	21128	780
"190"	"query_1"	TRUE	6.73118039470282e-15	3467	2124	495	0.233050847457627	0.142774733198731	"GO:1903506"	"GO:BP"	"regulation of nucleic acid-templated transcription"	21128	24286
"191"	"query_1"	TRUE	8.00795783839548e-15	418	2124	103	0.0484934086629002	0.246411483253589	"GO:0016032"	"GO:BP"	"viral process"	21128	5227
"192"	"query_1"	TRUE	8.126295572558e-15	691	2124	145	0.0682674199623352	0.209840810419682	"GO:0006511"	"GO:BP"	"ubiquitin-dependent protein catabolic process"	21128	2301
"193"	"query_1"	TRUE	9.87051883429747e-15	3465	2124	494	0.232580037664783	0.142568542568543	"GO:0006355"	"GO:BP"	"regulation of DNA-templated transcription"	21128	2193
"194"	"query_1"	TRUE	1.13738519149589e-14	192	2124	63	0.0296610169491525	0.328125	"GO:0002819"	"GO:BP"	"regulation of adaptive immune response"	21128	1355
"195"	"query_1"	TRUE	1.29905804024198e-14	4072	2124	563	0.265065913370998	0.138261296660118	"GO:0034654"	"GO:BP"	"nucleobase-containing compound biosynthetic process"	21128	9218
"196"	"query_1"	TRUE	1.41393064598366e-14	1386	2124	240	0.112994350282486	0.173160173160173	"GO:1901565"	"GO:BP"	"organonitrogen compound catabolic process"	21128	22680
"197"	"query_1"	TRUE	1.48121874036727e-14	588	2124	129	0.0607344632768362	0.219387755102041	"GO:0010942"	"GO:BP"	"positive regulation of cell death"	21128	4664
"198"	"query_1"	TRUE	1.71946067609962e-14	252	2124	74	0.0348399246704331	0.293650793650794	"GO:1903320"	"GO:BP"	"regulation of protein modification by small protein conjugation or removal"	21128	24123
"199"	"query_1"	TRUE	2.49305840770296e-14	1248	2124	221	0.104048964218456	0.177083333333333	"GO:0009968"	"GO:BP"	"negative regulation of signal transduction"	21128	3900
"200"	"query_1"	TRUE	2.56334109126172e-14	293	2124	81	0.038135593220339	0.276450511945392	"GO:0002366"	"GO:BP"	"leukocyte activation involved in immune response"	21128	923
"201"	"query_1"	TRUE	2.7180940107987e-14	299	2124	82	0.0386064030131827	0.274247491638796	"GO:0097193"	"GO:BP"	"intrinsic apoptotic signaling pathway"	21128	19706
"202"	"query_1"	TRUE	2.74564150824357e-14	1665	2124	275	0.129472693032015	0.165165165165165	"GO:1901700"	"GO:BP"	"response to oxygen-containing compound"	21128	22780
"203"	"query_1"	TRUE	3.05813283246104e-14	4150	2124	570	0.268361581920904	0.137349397590361	"GO:0018130"	"GO:BP"	"heterocycle biosynthetic process"	21128	5537
"204"	"query_1"	TRUE	3.28198087586461e-14	1754	2124	286	0.134651600753296	0.163055872291904	"GO:0051049"	"GO:BP"	"regulation of transport"	21128	14302
"205"	"query_1"	TRUE	4.63753668953768e-14	1703	2124	279	0.13135593220339	0.163828537874339	"GO:1903508"	"GO:BP"	"positive regulation of nucleic acid-templated transcription"	21128	24288
"206"	"query_1"	TRUE	4.63753668953768e-14	1703	2124	279	0.13135593220339	0.163828537874339	"GO:0045893"	"GO:BP"	"positive regulation of DNA-templated transcription"	21128	12467
"207"	"query_1"	TRUE	5.4226462803917e-14	4161	2124	570	0.268361581920904	0.136986301369863	"GO:0019438"	"GO:BP"	"aromatic compound biosynthetic process"	21128	6132
"208"	"query_1"	TRUE	5.45082645550344e-14	1872	2124	300	0.141242937853107	0.16025641025641	"GO:0016310"	"GO:BP"	"phosphorylation"	21128	5357
"209"	"query_1"	TRUE	6.15519140273059e-14	297	2124	81	0.038135593220339	0.272727272727273	"GO:0002263"	"GO:BP"	"cell activation involved in immune response"	21128	820
"210"	"query_1"	TRUE	6.3337149948167e-14	790	2124	157	0.0739171374764595	0.19873417721519	"GO:0031329"	"GO:BP"	"regulation of cellular catabolic process"	21128	7555
"211"	"query_1"	TRUE	6.62953716110997e-14	241	2124	71	0.0334274952919021	0.294605809128631	"GO:0031348"	"GO:BP"	"negative regulation of defense response"	21128	7573
"212"	"query_1"	TRUE	6.66627346780834e-14	4307	2124	586	0.275894538606403	0.13605758068261	"GO:1901362"	"GO:BP"	"organic cyclic compound biosynthetic process"	21128	22499
"213"	"query_1"	TRUE	8.09046295052177e-14	1710	2124	279	0.13135593220339	0.163157894736842	"GO:1902680"	"GO:BP"	"positive regulation of RNA biosynthetic process"	21128	23603
"214"	"query_1"	TRUE	1.00298244306355e-13	509	2124	115	0.0541431261770245	0.225933202357564	"GO:0043065"	"GO:BP"	"positive regulation of apoptotic process"	21128	11150
"215"	"query_1"	TRUE	1.06438448559221e-13	4773	2124	637	0.299905838041431	0.133459040435785	"GO:0006810"	"GO:BP"	"transport"	21128	2560
"216"	"query_1"	TRUE	1.44459741743981e-13	2474	2124	372	0.175141242937853	0.150363783346807	"GO:0050793"	"GO:BP"	"regulation of developmental process"	21128	14090
"217"	"query_1"	TRUE	1.49014319819122e-13	4627	2124	620	0.291902071563089	0.133996109790361	"GO:0007275"	"GO:BP"	"multicellular organism development"	21128	2887
"218"	"query_1"	TRUE	1.52056056614705e-13	1537	2124	256	0.120527306967985	0.166558230318803	"GO:0010558"	"GO:BP"	"negative regulation of macromolecule biosynthetic process"	21128	4328
"219"	"query_1"	TRUE	2.31681842307763e-13	2365	2124	358	0.168549905838041	0.151374207188161	"GO:0051128"	"GO:BP"	"regulation of cellular component organization"	21128	14357
"220"	"query_1"	TRUE	2.67156984060852e-13	711	2124	144	0.0677966101694915	0.20253164556962	"GO:0080135"	"GO:BP"	"regulation of cellular response to stress"	21128	18943
"221"	"query_1"	TRUE	2.98651916334389e-13	287	2124	78	0.0367231638418079	0.271777003484321	"GO:0007249"	"GO:BP"	"I-kappaB kinase/NF-kappaB signaling"	21128	2868
"222"	"query_1"	TRUE	3.16969168914556e-13	3588	2124	501	0.235875706214689	0.139632107023411	"GO:0051641"	"GO:BP"	"cellular localization"	21128	14725
"223"	"query_1"	TRUE	3.28796748879854e-13	4312	2124	583	0.274482109227872	0.135204081632653	"GO:0048869"	"GO:BP"	"cellular developmental process"	21128	13935
"224"	"query_1"	TRUE	3.35775976023864e-13	926	2124	174	0.0819209039548023	0.187904967602592	"GO:0006518"	"GO:BP"	"peptide metabolic process"	21128	2306
"225"	"query_1"	TRUE	3.57387575055366e-13	347	2124	88	0.0414312617702448	0.253602305475504	"GO:0002237"	"GO:BP"	"response to molecule of bacterial origin"	21128	795
"226"	"query_1"	TRUE	3.68726774367699e-13	163	2124	55	0.025894538606403	0.337423312883436	"GO:0060759"	"GO:BP"	"regulation of response to cytokine stimulus"	21128	15871
"227"	"query_1"	TRUE	5.03928689349366e-13	159	2124	54	0.0254237288135593	0.339622641509434	"GO:0002181"	"GO:BP"	"cytoplasmic translation"	21128	753
"228"	"query_1"	TRUE	5.23757758840308e-13	4933	2124	651	0.306497175141243	0.131968376241638	"GO:0051234"	"GO:BP"	"establishment of localization"	21128	14436
"229"	"query_1"	TRUE	7.80273102481112e-13	108	2124	43	0.0202448210922787	0.398148148148148	"GO:0019882"	"GO:BP"	"antigen processing and presentation"	21128	6432
"230"	"query_1"	TRUE	8.65704357277495e-13	4287	2124	578	0.272128060263653	0.134826218801026	"GO:0030154"	"GO:BP"	"cell differentiation"	21128	7086
"231"	"query_1"	TRUE	8.75619880605496e-13	1001	2124	183	0.0861581920903955	0.182817182817183	"GO:0060548"	"GO:BP"	"negative regulation of cell death"	21128	15674
"232"	"query_1"	TRUE	9.47548235442204e-13	328	2124	84	0.0395480225988701	0.25609756097561	"GO:0032496"	"GO:BP"	"response to lipopolysaccharide"	21128	8068
"233"	"query_1"	TRUE	1.07886731579107e-12	132	2124	48	0.0225988700564972	0.363636363636364	"GO:0045621"	"GO:BP"	"positive regulation of lymphocyte differentiation"	21128	12246
"234"	"query_1"	TRUE	1.28460484117885e-12	526	2124	115	0.0541431261770245	0.218631178707224	"GO:0010498"	"GO:BP"	"proteasomal protein catabolic process"	21128	4287
"235"	"query_1"	TRUE	1.38440139978681e-12	1400	2124	235	0.110640301318267	0.167857142857143	"GO:2000026"	"GO:BP"	"regulation of multicellular organismal development"	21128	26787
"236"	"query_1"	TRUE	1.94575070769333e-12	444	2124	102	0.0480225988700565	0.22972972972973	"GO:0002443"	"GO:BP"	"leukocyte mediated immunity"	21128	991
"237"	"query_1"	TRUE	2.01617217788547e-12	267	2124	73	0.0343691148775895	0.273408239700375	"GO:0070663"	"GO:BP"	"regulation of leukocyte proliferation"	21128	17299
"238"	"query_1"	TRUE	2.02514532246189e-12	211	2124	63	0.0296610169491525	0.298578199052133	"GO:0045619"	"GO:BP"	"regulation of lymphocyte differentiation"	21128	12244
"239"	"query_1"	TRUE	2.46092989765671e-12	1627	2124	263	0.123822975517891	0.161647203441918	"GO:0009890"	"GO:BP"	"negative regulation of biosynthetic process"	21128	3844
"240"	"query_1"	TRUE	2.59997235728127e-12	1596	2124	259	0.121939736346516	0.162280701754386	"GO:0031327"	"GO:BP"	"negative regulation of cellular biosynthetic process"	21128	7553
"241"	"query_1"	TRUE	3.25767643610499e-12	186	2124	58	0.0273069679849341	0.311827956989247	"GO:0050777"	"GO:BP"	"negative regulation of immune response"	21128	14080
"242"	"query_1"	TRUE	3.46257461330403e-12	347	2124	86	0.0404896421845574	0.247838616714697	"GO:0070661"	"GO:BP"	"leukocyte proliferation"	21128	17297
"243"	"query_1"	TRUE	4.06298447067394e-12	236	2124	67	0.0315442561205273	0.283898305084746	"GO:0002274"	"GO:BP"	"myeloid leukocyte activation"	21128	831
"244"	"query_1"	TRUE	4.29782929254609e-12	117	2124	44	0.0207156308851224	0.376068376068376	"GO:0045582"	"GO:BP"	"positive regulation of T cell differentiation"	21128	12207
"245"	"query_1"	TRUE	4.44252958278186e-12	306	2124	79	0.0371939736346516	0.258169934640523	"GO:0046651"	"GO:BP"	"lymphocyte proliferation"	21128	13074
"246"	"query_1"	TRUE	5.41442082795754e-12	313	2124	80	0.0376647834274953	0.255591054313099	"GO:0032943"	"GO:BP"	"mononuclear cell proliferation"	21128	8397
"247"	"query_1"	TRUE	5.54138029640274e-12	243	2124	68	0.032015065913371	0.279835390946502	"GO:0032944"	"GO:BP"	"regulation of mononuclear cell proliferation"	21128	8398
"248"	"query_1"	TRUE	8.07976892032351e-12	239	2124	67	0.0315442561205273	0.280334728033473	"GO:0050670"	"GO:BP"	"regulation of lymphocyte proliferation"	21128	14031
"249"	"query_1"	TRUE	8.8489873024892e-12	493	2124	108	0.0508474576271186	0.219066937119675	"GO:0031400"	"GO:BP"	"negative regulation of protein modification process"	21128	7592
"250"	"query_1"	TRUE	1.08727302982225e-11	521	2124	112	0.0527306967984934	0.214971209213052	"GO:0009896"	"GO:BP"	"positive regulation of catabolic process"	21128	3850
"251"	"query_1"	TRUE	1.12464782132061e-11	180	2124	56	0.0263653483992467	0.311111111111111	"GO:0045580"	"GO:BP"	"regulation of T cell differentiation"	21128	12205
"252"	"query_1"	TRUE	1.50348550021241e-11	349	2124	85	0.0400188323917137	0.243553008595989	"GO:0042113"	"GO:BP"	"B cell activation"	21128	10595
"253"	"query_1"	TRUE	1.77221818821754e-11	254	2124	69	0.0324858757062147	0.271653543307087	"GO:0043122"	"GO:BP"	"regulation of I-kappaB kinase/NF-kappaB signaling"	21128	11182
"254"	"query_1"	TRUE	2.24738093304989e-11	1521	2124	246	0.115819209039548	0.161735700197239	"GO:0007155"	"GO:BP"	"cell adhesion"	21128	2798
"255"	"query_1"	TRUE	2.55486793519229e-11	162	2124	52	0.0244821092278719	0.320987654320988	"GO:0050792"	"GO:BP"	"regulation of viral process"	21128	14089
"256"	"query_1"	TRUE	2.77844355454221e-11	152	2124	50	0.0235404896421846	0.328947368421053	"GO:0001959"	"GO:BP"	"regulation of cytokine-mediated signaling pathway"	21128	590
"257"	"query_1"	TRUE	2.8912769208192e-11	455	2124	101	0.0475517890772128	0.221978021978022	"GO:0043161"	"GO:BP"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	21128	11206
"258"	"query_1"	TRUE	3.52631704531656e-11	1191	2124	203	0.0955743879472693	0.170445004198153	"GO:1901701"	"GO:BP"	"cellular response to oxygen-containing compound"	21128	22781
"259"	"query_1"	TRUE	3.69826824869765e-11	281	2124	73	0.0343691148775895	0.259786476868327	"GO:0001818"	"GO:BP"	"negative regulation of cytokine production"	21128	496
"260"	"query_1"	TRUE	3.79912720200366e-11	246	2124	67	0.0315442561205273	0.272357723577236	"GO:0071216"	"GO:BP"	"cellular response to biotic stimulus"	21128	17547
"261"	"query_1"	TRUE	4.09889954729229e-11	399	2124	92	0.0433145009416196	0.230576441102757	"GO:0032102"	"GO:BP"	"negative regulation of response to external stimulus"	21128	7817
"262"	"query_1"	TRUE	4.21617748064762e-11	235	2124	65	0.0306026365348399	0.276595744680851	"GO:0002703"	"GO:BP"	"regulation of leukocyte mediated immunity"	21128	1246
"263"	"query_1"	TRUE	4.82628388232604e-11	213	2124	61	0.0287193973634652	0.286384976525822	"GO:0042098"	"GO:BP"	"T cell proliferation"	21128	10589
"264"	"query_1"	TRUE	4.88593640174161e-11	191	2124	57	0.0268361581920904	0.298429319371728	"GO:0043123"	"GO:BP"	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	21128	11183
"265"	"query_1"	TRUE	5.35661813260272e-11	420	2124	95	0.0447269303201507	0.226190476190476	"GO:0031331"	"GO:BP"	"positive regulation of cellular catabolic process"	21128	7557
"266"	"query_1"	TRUE	6.18131306399081e-11	743	2124	142	0.0668549905838041	0.191117092866756	"GO:0006412"	"GO:BP"	"translation"	21128	2234
"267"	"query_1"	TRUE	6.35240785703479e-11	830	2124	154	0.0725047080979284	0.185542168674699	"GO:0060284"	"GO:BP"	"regulation of cell development"	21128	15427
"268"	"query_1"	TRUE	6.35640463927025e-11	772	2124	146	0.0687382297551789	0.189119170984456	"GO:0043043"	"GO:BP"	"peptide biosynthetic process"	21128	11131
"269"	"query_1"	TRUE	6.60782231122245e-11	176	2124	54	0.0254237288135593	0.306818181818182	"GO:0002822"	"GO:BP"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	21128	1358
"270"	"query_1"	TRUE	7.00188580752552e-11	209	2124	60	0.0282485875706215	0.287081339712919	"GO:0071222"	"GO:BP"	"cellular response to lipopolysaccharide"	21128	17553
"271"	"query_1"	TRUE	9.43936936492225e-11	900	2124	163	0.0767419962335217	0.181111111111111	"GO:0043069"	"GO:BP"	"negative regulation of programmed cell death"	21128	11154
"272"	"query_1"	TRUE	9.48279752839542e-11	1806	2124	279	0.13135593220339	0.154485049833887	"GO:0046907"	"GO:BP"	"intracellular transport"	21128	13236
"273"	"query_1"	TRUE	1.03303289507457e-10	1438	2124	233	0.10969868173258	0.162030598052851	"GO:0051253"	"GO:BP"	"negative regulation of RNA metabolic process"	21128	14452
"274"	"query_1"	TRUE	1.07075814820161e-10	1204	2124	203	0.0955743879472693	0.168604651162791	"GO:0043603"	"GO:BP"	"amide metabolic process"	21128	11451
"275"	"query_1"	TRUE	1.08224957859279e-10	1181	2124	200	0.0941619585687382	0.169348010160881	"GO:0043085"	"GO:BP"	"positive regulation of catalytic activity"	21128	11157
"276"	"query_1"	TRUE	1.38476812534979e-10	772	2124	145	0.0682674199623352	0.187823834196891	"GO:0009617"	"GO:BP"	"response to bacterium"	21128	3636
"277"	"query_1"	TRUE	1.52738837404592e-10	218	2124	61	0.0287193973634652	0.279816513761468	"GO:0071219"	"GO:BP"	"cellular response to molecule of bacterial origin"	21128	17550
"278"	"query_1"	TRUE	1.57851935712574e-10	1571	2124	249	0.117231638418079	0.158497772119669	"GO:0006468"	"GO:BP"	"protein phosphorylation"	21128	2271
"279"	"query_1"	TRUE	1.63273947407802e-10	913	2124	164	0.0772128060263653	0.179627601314348	"GO:0033993"	"GO:BP"	"response to lipid"	21128	8857
"280"	"query_1"	TRUE	1.99981934798951e-10	1005	2124	176	0.0828625235404896	0.175124378109453	"GO:0031401"	"GO:BP"	"positive regulation of protein modification process"	21128	7593
"281"	"query_1"	TRUE	2.12800143840351e-10	1400	2124	227	0.106873822975518	0.162142857142857	"GO:0019220"	"GO:BP"	"regulation of phosphate metabolic process"	21128	5933
"282"	"query_1"	TRUE	2.1566293529348e-10	371	2124	86	0.0404896421845574	0.231805929919137	"GO:0050727"	"GO:BP"	"regulation of inflammatory response"	21128	14053
"283"	"query_1"	TRUE	2.29772807263158e-10	1401	2124	227	0.106873822975518	0.162027123483226	"GO:0051174"	"GO:BP"	"regulation of phosphorus metabolic process"	21128	14402
"284"	"query_1"	TRUE	2.67568393771263e-10	948	2124	168	0.0790960451977401	0.177215189873418	"GO:0098609"	"GO:BP"	"cell-cell adhesion"	21128	19990
"285"	"query_1"	TRUE	2.78178238140365e-10	316	2124	77	0.0362523540489642	0.243670886075949	"GO:0019058"	"GO:BP"	"viral life cycle"	21128	5883
"286"	"query_1"	TRUE	3.2411135669991e-10	210	2124	59	0.0277777777777778	0.280952380952381	"GO:0031396"	"GO:BP"	"regulation of protein ubiquitination"	21128	7588
"287"	"query_1"	TRUE	3.26063913323645e-10	1565	2124	247	0.116290018832392	0.157827476038339	"GO:0045934"	"GO:BP"	"negative regulation of nucleobase-containing compound metabolic process"	21128	12504
"288"	"query_1"	TRUE	4.2356528355863e-10	908	2124	162	0.076271186440678	0.1784140969163	"GO:0051338"	"GO:BP"	"regulation of transferase activity"	21128	14517
"289"	"query_1"	TRUE	4.36715227047823e-10	369	2124	85	0.0400188323917137	0.230352303523035	"GO:0045862"	"GO:BP"	"positive regulation of proteolysis"	21128	12450
"290"	"query_1"	TRUE	4.48576300358812e-10	116	2124	41	0.0193032015065913	0.353448275862069	"GO:0046632"	"GO:BP"	"alpha-beta T cell differentiation"	21128	13056
"291"	"query_1"	TRUE	4.48668478851781e-10	141	2124	46	0.0216572504708098	0.326241134751773	"GO:1903900"	"GO:BP"	"regulation of viral life cycle"	21128	24630
"292"	"query_1"	TRUE	5.06078132136905e-10	2790	2124	393	0.185028248587571	0.140860215053763	"GO:0065008"	"GO:BP"	"regulation of biological quality"	21128	16928
"293"	"query_1"	TRUE	6.29756263189932e-10	1502	2124	238	0.112052730696798	0.158455392809587	"GO:0016477"	"GO:BP"	"cell migration"	21128	5389
"294"	"query_1"	TRUE	7.06843751977614e-10	169	2124	51	0.0240112994350282	0.301775147928994	"GO:0046631"	"GO:BP"	"alpha-beta T cell activation"	21128	13055
"295"	"query_1"	TRUE	9.7718139452589e-10	562	2124	113	0.0532015065913371	0.201067615658363	"GO:0006914"	"GO:BP"	"autophagy"	21128	2635
"296"	"query_1"	TRUE	9.7718139452589e-10	562	2124	113	0.0532015065913371	0.201067615658363	"GO:0061919"	"GO:BP"	"process utilizing autophagic mechanism"	21128	16756
"297"	"query_1"	TRUE	1.0005365401382e-09	355	2124	82	0.0386064030131827	0.230985915492958	"GO:0002460"	"GO:BP"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	21128	1008
"298"	"query_1"	TRUE	1.0134019115354e-09	1115	2124	188	0.0885122410546139	0.168609865470852	"GO:0044092"	"GO:BP"	"negative regulation of molecular function"	21128	11612
"299"	"query_1"	TRUE	1.11529865992593e-09	598	2124	118	0.0555555555555556	0.197324414715719	"GO:0071396"	"GO:BP"	"cellular response to lipid"	21128	17720
"300"	"query_1"	TRUE	1.12612750404638e-09	1327	2124	215	0.101224105461394	0.162019593067069	"GO:1902679"	"GO:BP"	"negative regulation of RNA biosynthetic process"	21128	23602
"301"	"query_1"	TRUE	1.13107414451516e-09	881	2124	157	0.0739171374764595	0.178206583427923	"GO:0043066"	"GO:BP"	"negative regulation of apoptotic process"	21128	11151
"302"	"query_1"	TRUE	1.13328441424978e-09	434	2124	94	0.044256120527307	0.216589861751152	"GO:0051090"	"GO:BP"	"regulation of DNA-binding transcription factor activity"	21128	14328
"303"	"query_1"	TRUE	1.31227802666518e-09	905	2124	160	0.0753295668549906	0.176795580110497	"GO:0051050"	"GO:BP"	"positive regulation of transport"	21128	14303
"304"	"query_1"	TRUE	1.46568412347121e-09	2340	2124	338	0.159133709981168	0.144444444444444	"GO:0051649"	"GO:BP"	"establishment of localization in cell"	21128	14733
"305"	"query_1"	TRUE	1.58128937539509e-09	737	2124	137	0.0645009416195857	0.185888738127544	"GO:0030162"	"GO:BP"	"regulation of proteolysis"	21128	7089
"306"	"query_1"	TRUE	1.63625601947787e-09	120	2124	41	0.0193032015065913	0.341666666666667	"GO:0002832"	"GO:BP"	"negative regulation of response to biotic stimulus"	21128	1368
"307"	"query_1"	TRUE	1.68654737821327e-09	167	2124	50	0.0235404896421846	0.29940119760479	"GO:1903555"	"GO:BP"	"regulation of tumor necrosis factor superfamily cytokine production"	21128	24334
"308"	"query_1"	TRUE	1.68654737821327e-09	167	2124	50	0.0235404896421846	0.29940119760479	"GO:0071706"	"GO:BP"	"tumor necrosis factor superfamily cytokine production"	21128	17955
"309"	"query_1"	TRUE	2.02326426334481e-09	1311	2124	212	0.0998116760828625	0.161708619374523	"GO:0045892"	"GO:BP"	"negative regulation of DNA-templated transcription"	21128	12466
"310"	"query_1"	TRUE	2.35390180284701e-09	719	2124	134	0.0630885122410546	0.186369958275382	"GO:0002250"	"GO:BP"	"adaptive immune response"	21128	807
"311"	"query_1"	TRUE	2.35472976313648e-09	1313	2124	212	0.0998116760828625	0.161462300076161	"GO:1903507"	"GO:BP"	"negative regulation of nucleic acid-templated transcription"	21128	24287
"312"	"query_1"	TRUE	2.72793249736061e-09	1244	2124	203	0.0955743879472693	0.163183279742765	"GO:0042325"	"GO:BP"	"regulation of phosphorylation"	21128	10721
"313"	"query_1"	TRUE	3.13590853510647e-09	1638	2124	252	0.11864406779661	0.153846153846154	"GO:0016192"	"GO:BP"	"vesicle-mediated transport"	21128	5325
"314"	"query_1"	TRUE	3.47973725174186e-09	469	2124	98	0.0461393596986817	0.208955223880597	"GO:0034248"	"GO:BP"	"regulation of amide metabolic process"	21128	9016
"315"	"query_1"	TRUE	4.36782565653515e-09	1353	2124	216	0.101694915254237	0.159645232815965	"GO:0040011"	"GO:BP"	"locomotion"	21128	10519
"316"	"query_1"	TRUE	4.44476617668673e-09	182	2124	52	0.0244821092278719	0.285714285714286	"GO:0042129"	"GO:BP"	"regulation of T cell proliferation"	21128	10607
"317"	"query_1"	TRUE	5.76498124859592e-09	3177	2124	432	0.203389830508475	0.135977337110482	"GO:0033036"	"GO:BP"	"macromolecule localization"	21128	8466
"318"	"query_1"	TRUE	6.48758503634872e-09	2718	2124	379	0.178436911487759	0.13944076526858	"GO:0070727"	"GO:BP"	"cellular macromolecule localization"	21128	17331
"319"	"query_1"	TRUE	7.39190599791592e-09	162	2124	48	0.0225988700564972	0.296296296296296	"GO:0032680"	"GO:BP"	"regulation of tumor necrosis factor production"	21128	8191
